"","gene_id","S00CWT11","S00D1D11","S00D2B11","S00D3911","S00D4711","S00D5511","S00XUN11"
"36655","ENSG00000240521.1",2,1,19,37,0,0,0
"36656","ENSG00000240522.1",0,0,0,0,0,0,0
"36657","ENSG00000240524.2",0,0,0,0,1,1,0
"36658","ENSG00000240527.1",0,14.44,0,0,5.89,0,0
"36659","ENSG00000240531.1",26,40,65,39,131,53,73
"36660","ENSG00000240533.3",0,0,0,0,0,0,0
"36661","ENSG00000240534.1",5,0,16,11,0,0,9
"36662","ENSG00000240535.7",1,0,0,0,0,0,0
"36663","ENSG00000240540.2",0,0,0,0,0,0,0
"36664","ENSG00000240541.2",0,0,1,4,3,3,1
"36665","ENSG00000240542.3",0,0,0,0,0,0,0
"36666","ENSG00000240545.3",0,0,0,0,0,0,0
"36667","ENSG00000240549.2",0,1,0,0,0,0,0
"36668","ENSG00000240553.1",0,0,0,0,0,1.23,0
"36669","ENSG00000240554.1",0,0,0,0,0,0,0
"36670","ENSG00000240562.1",0,0,0,0,0,0,0
"36671","ENSG00000240563.1",0,1,2,1,0,2,0
"36672","ENSG00000240566.1",0,0,0,0,0,0,0
"36673","ENSG00000240567.1",2,0,1,4.32,0,0,0
"36674","ENSG00000240568.1",1,0,0,0,0,0,0
"36675","ENSG00000240571.1",0,0,1,0,0,0,0
"36676","ENSG00000240572.1",0,0,0,0,0,0,0
"36677","ENSG00000240573.1",0,0,0,0,0,0,0
"36678","ENSG00000240577.3",0,0,0,0,0,0,0
"36679","ENSG00000240578.1",0,0,0,0,0,0,0
"36680","ENSG00000240579.1",0,0,0,0,1,0,0
"36681","ENSG00000240583.9",123,56,150.73,895,17.77,18,38
"36682","ENSG00000240584.3",0,0,0,0,0,0,0
"36683","ENSG00000240589.3",16,8,10,3,6,13,15
"36684","ENSG00000240590.1",0,0,0,0,0,0,5
"36685","ENSG00000240591.1",5,5,10,4,6,9,20
"36686","ENSG00000240596.1",0,0,0,0,0,0,0
"36687","ENSG00000240601.1",0,2,2,6,0,0,0
"36688","ENSG00000240602.6",2,10,119,211,23,40,1
"36689","ENSG00000240606.3",0,0,0,0,0,0,0
"36690","ENSG00000240611.1",0,0,0,0,0,0,0
"36691","ENSG00000240613.3",0,0,0,0,0,0,0
"36692","ENSG00000240616.1",34,20,53,23,26,52,35
"36693","ENSG00000240618.1",113.86,123.79,92.77,65.1,95.75,62.02,64.26
"36694","ENSG00000240621.1",0,0,0,0,0,0,0
"36695","ENSG00000240622.1",0,0,1,0,1,0,0
"36696","ENSG00000240624.1",0,0,0,0,0,0,0
"36697","ENSG00000240625.3",0,1,1,3,0,0,1
"36698","ENSG00000240626.3",0,0,0,0,0,0,0
"36699","ENSG00000240627.1",0,0,0,0,0,0,0
"36700","ENSG00000240631.1",0,0,0,0,0,0,0
"36701","ENSG00000240632.5",0,0,1,0,0,0,0
"36702","ENSG00000240634.1",2,2,0,0,2,0,3
"36703","ENSG00000240637.3",0,0,0,0,0,0,0
"36704","ENSG00000240639.3",0,0,0,0,0,0,0
"36705","ENSG00000240641.3",0,0,0,0,0,0,0
"36706","ENSG00000240647.3",0,0,0,0,0,0,0
"36707","ENSG00000240651.1",0,0,0,0,0,0,0
"36708","ENSG00000240652.1",0,0,0,0,0,1,0
"36709","ENSG00000240654.5",2,0,0,0,0,3,0
"36710","ENSG00000240661.1",2,2,90,106,0,0,0
"36711","ENSG00000240663.3",0,0,0,0,0,0,0
"36712","ENSG00000240665.1",0,0,0,0,0,0,0
"36713","ENSG00000240666.2",0,0,0,0,0,0,0
"36714","ENSG00000240667.1",0,1.61,0,0,0,1.42,0
"36715","ENSG00000240668.1",0,0,2,2.02,0,0,2
"36716","ENSG00000240669.1",8,8,7,14,3,19,1
"36717","ENSG00000240671.2",11.95,4.7,0,0,10.52,0,0
"36718","ENSG00000240673.1",0,0,0,0,0,0,0
"36719","ENSG00000240674.1",2.02,0,1.03,0,0,0,0
"36720","ENSG00000240677.1",25,0,4,14,1,4,10
"36721","ENSG00000240680.1",0,0,0,0,1,1,0
"36722","ENSG00000240682.8",1662.39,1091.77,1120.92,1025.59,1459.83,1673.66,1490.13
"36723","ENSG00000240687.1",0,0,0,0,0,0,0
"36724","ENSG00000240692.3",0,0,0,0,0,0,0
"36725","ENSG00000240694.7",0,0,3,0,8,0,1
"36726","ENSG00000240695.1",143,72,175,146,117,186,261
"36727","ENSG00000240698.1",0,0,0,0,0,0,0
"36728","ENSG00000240704.1",0,0,0,0,0,0,0
"36729","ENSG00000240707.2",0,0,0,0,0,0,0
"36730","ENSG00000240708.1",0,0,0,0,0,0,0
"36731","ENSG00000240710.1",14,17,20,4,8,5,8
"36732","ENSG00000240713.3",0,0,0,0,0,0,0
"36733","ENSG00000240718.3",25,3,7,8,4,10,8
"36734","ENSG00000240720.6",32.79,13,13.96,21.55,21.54,5.97,12.23
"36735","ENSG00000240721.2",0,0,0,0,0,0,0
"36736","ENSG00000240723.3",0,0,0,0,0,0,0
"36737","ENSG00000240724.2",1,0,0,0,0,0,0
"36738","ENSG00000240729.1",61,74,91,75,90,41,77
"36739","ENSG00000240731.1",20,11,7,9,9,11,20
"36740","ENSG00000240733.3",0,1,0,0,0,0,0
"36741","ENSG00000240738.1",0,0,0,0,0,0,0
"36742","ENSG00000240739.1",5,0,2,4,2,0,8
"36743","ENSG00000240747.6",0,0,0,0,0,0,3
"36744","ENSG00000240750.3",6,6,7,4,9,15,14
"36745","ENSG00000240751.1",0,0,1,0,0,0,0
"36746","ENSG00000240752.1",0,0,0,0,0,0,0
"36747","ENSG00000240755.1",0,0,3.4,8.94,0,0,0
"36748","ENSG00000240758.2",18.27,11.59,0,4.52,2.38,0,2.19
"36749","ENSG00000240759.1",0,0,0,0,0,1,0
"36750","ENSG00000240760.1",0,0,0,0,0,0,0
"36751","ENSG00000240761.1",0,0.73,0,0.02,13.24,5.64,0.3
"36752","ENSG00000240764.3",12,17,18,11,41,90.43,86
"36753","ENSG00000240766.1",0,0,0,0,0,0,0
"36754","ENSG00000240767.3",4,23,15,4,18,20,39
"36755","ENSG00000240770.4",14,3,2,3,3,7,0
"36756","ENSG00000240771.5",1,1,2,1,6,2,1
"36757","ENSG00000240772.3",0,0,0,0,0,0,0
"36758","ENSG00000240774.1",2,0,1,3,1,1,0
"36759","ENSG00000240775.1",0,0,0,0,0,0,0
"36760","ENSG00000240776.1",0,0,0,0,0,0,0
"36761","ENSG00000240777.2",0,0,0,0,0,0,0
"36762","ENSG00000240785.1",0,0,0,0,0,0,0
"36763","ENSG00000240787.1",0,0,0,0,0,0,0
"36764","ENSG00000240790.1",0,9,4,3,1,1,8
"36765","ENSG00000240791.1",0,0,0,0,0,0,0
"36766","ENSG00000240792.1",0,0,0,0,0,0,0
"36767","ENSG00000240793.1",4,0,5,6,2,0,3
"36768","ENSG00000240796.1",0,0,0,0,0,0,0
"36769","ENSG00000240800.1",0,0,0,0,0,0,0
"36770","ENSG00000240801.1",0,0,0,0,0,0,0.98
"36771","ENSG00000240803.3",0,0,0,0,0,0,0
"36772","ENSG00000240804.1",0,0,0,0,0,0,0
"36773","ENSG00000240808.1",28,30,32,19,16,21,32
"36774","ENSG00000240809.1",3,5.85,0,1,3,3,4.93
"36775","ENSG00000240813.2",0,0,0,0,0,0,0
"36776","ENSG00000240821.1",67.59,41.49,23.52,70.26,75.4,54.7,36.23
"36777","ENSG00000240823.3",16,12,16,10,12,15,23
"36778","ENSG00000240824.1",0,0,0,0,0,0,0
"36779","ENSG00000240827.1",0,0,0,0,0,0,0
"36780","ENSG00000240828.1",0,0,1,0,0,0,0
"36781","ENSG00000240837.3",0,0,0,0,0,0,0
"36782","ENSG00000240842.1",0,0,0,0,0,0,0
"36783","ENSG00000240846.2",0,0,0,0,0,0,0
"36784","ENSG00000240847.3",0,0,0,0,0,0,0
"36785","ENSG00000240849.9",1555,1157.57,684,850,864,1318.69,1390
"36786","ENSG00000240853.3",6,50,25,9,34,23,18
"36787","ENSG00000240854.1",1.01,0,0,0,0,0,0
"36788","ENSG00000240857.1",687,344,530,728,416,309,604
"36789","ENSG00000240859.1",267,500,124,113,355,448,120
"36790","ENSG00000240861.1",0,0,0,0,0,0,0
"36791","ENSG00000240863.3",0,0,0,0,0,0,0
"36792","ENSG00000240864.3",19.94,5,0,0,16,0,37.57
"36793","ENSG00000240868.1",0,0,0,0,0,0,0
"36794","ENSG00000240869.3",5,4,6,6,2,5.6,16
"36795","ENSG00000240870.2",0,0,0,0,0,0,0
"36796","ENSG00000240871.4",0,0,0,0,0,0,0
"36797","ENSG00000240873.1",0,0,0,0,0,0,0
"36798","ENSG00000240874.1",0,0,0,0,0,0,0
"36799","ENSG00000240875.4",24,40,68,51,8,9,8
"36800","ENSG00000240877.3",3,1,4,0,2,0,2
"36801","ENSG00000240881.1",1,0,10,11,6,5,2
"36802","ENSG00000240882.1",0,0,0,0,0,1,0
"36803","ENSG00000240888.1",6,14,2,0,7,0,3
"36804","ENSG00000240889.1",29,25,34,35,33,29,44
"36805","ENSG00000240890.2",1,45,8,8,40.05,0,10
"36806","ENSG00000240891.5",94,148,126,82,76,69,143
"36807","ENSG00000240893.1",0,0,0,0,2,0,0
"36808","ENSG00000240895.1",0,0,0,0,0,0,0
"36809","ENSG00000240898.1",18.44,6.02,4,11,10,13,7
"36810","ENSG00000240902.1",0,0,0,0,0,0,0
"36811","ENSG00000240905.3",0,0,0,0,0,0,1
"36812","ENSG00000240912.1",0,0,0,0,1,0,0
"36813","ENSG00000240914.1",0,0,0,1,1,0,0
"36814","ENSG00000240915.2",0,0,0,0,0,0,0
"36815","ENSG00000240919.1",0,0,0,0,0,0,0
"36816","ENSG00000240922.1",0,0,0,0,0,0,0
"36817","ENSG00000240925.1",0,0,0,0,0,0,0
"36818","ENSG00000240927.3",0,0,0,0,0,0,0
"36819","ENSG00000240929.2",1.03,1.05,0,0,0,0,0
"36820","ENSG00000240934.2",0,1,0,0,1,0,0
"36821","ENSG00000240935.5",0,0,0,0,0,0,0.7
"36822","ENSG00000240936.3",0,0,0,0,0,0,0
"36823","ENSG00000240940.3",0,0,0,0,0,0,0
"36824","ENSG00000240950.1",0,0,1,0,0,0,1
"36825","ENSG00000240951.1",0,0,0,0,0,0,0
"36826","ENSG00000240954.1",2,2,0,1,0,0,0
"36827","ENSG00000240959.1",0,0,0,0,0,0,0
"36828","ENSG00000240960.1",0,0,0,0,0,0,0
"36829","ENSG00000240961.3",0,0,0,0,0,0,0
"36830","ENSG00000240963.1",2.01,0,2.02,2.02,2,2,0
"36831","ENSG00000240964.3",0,0,0,0,0,0,0
"36832","ENSG00000240966.3",1,1,1,0,2,2,3
"36833","ENSG00000240970.1",0,1,0,0,0,0,0
"36834","ENSG00000240972.1",1449.33,1211,873,1382,2237,2080,1133
"36835","ENSG00000240973.1",0,0,0,0,0,0,0
"36836","ENSG00000240974.1",0,0,0,0,0,0,0
"36837","ENSG00000240975.1",0,0,0,0,0,0,0
"36838","ENSG00000240977.3",0,0,0,0,0,0,0
"36839","ENSG00000240979.1",34.98,50.12,54.9,27.74,115.85,65.51,113.67
"36840","ENSG00000240980.1",0,0,0,0,0,0,0
"36841","ENSG00000240983.1",0,0,0,0,0,0,0
"36842","ENSG00000240990.8",0,14,344.09,386.36,0,2,15
"36843","ENSG00000240991.3",2,1,0,1,2,0,2
"36844","ENSG00000240992.1",0,0,0,0,0,0,0
"36845","ENSG00000240993.3",0,0,0,0,0,0,0
"36846","ENSG00000240995.2",0,0,0,0,0,0,0
"36847","ENSG00000240996.1",10,0,1,4,2,3,7
"36848","ENSG00000240997.3",0,0,0,1,0,0,0
"36849","ENSG00000241002.1",0,0,0,0,0,0,0
"36850","ENSG00000241003.1",0,0,0,0,0,0,0
"36851","ENSG00000241007.1",1,1,2,0,1,0,0
"36852","ENSG00000241008.1",0,0,0,0,0,0,0
"36853","ENSG00000241011.1",0,0,0,0,0,0,0
"36854","ENSG00000241014.1",188,98.05,74,129,68,112,143
"36855","ENSG00000241015.2",612.74,423.74,678.1,702.21,362.15,483.87,712.39
"36856","ENSG00000241018.1",0,0,0,0,0,0,0
"36857","ENSG00000241020.1",0,16.01,19.28,12.73,7.12,14.06,26.56
"36858","ENSG00000241022.1",0,0,0,0,0,0,0
"36859","ENSG00000241026.1",0,0,0,0,0,0,0
"36860","ENSG00000241030.1",4,1,2,2,2,10,10
"36861","ENSG00000241032.3",0,1,1,0,0,0,0
"36862","ENSG00000241035.2",0,0,0,0,0,0,0
"36863","ENSG00000241037.3",0,0,0,0,0,0,0
"36864","ENSG00000241042.1",0,0,0,0,0,0,0
"36865","ENSG00000241043.1",12.7,11,4,19.4,14,15,12
"36866","ENSG00000241045.1",6,0,3,11,11,8,3
"36867","ENSG00000241048.1",0,0,0,0,0,0,0
"36868","ENSG00000241052.1",0,0,0,0,0,0,0
"36869","ENSG00000241054.1",0,0,0,0,0,0,0
"36870","ENSG00000241057.1",3.13,3.3,6.36,3.21,1.06,8.27,13.58
"36871","ENSG00000241058.2",1313,1109,1353,1392,1011,1352,1038
"36872","ENSG00000241059.2",0,0,0,0,0,0,0
"36873","ENSG00000241061.3",17.01,3,6,5,3,7,7
"36874","ENSG00000241064.3",2,1,0,1,0,1,0
"36875","ENSG00000241067.2",0,0,0,0,0,0,0
"36876","ENSG00000241069.1",0.68,0,0,0,1.61,4.32,0.94
"36877","ENSG00000241073.1",0,0,0,3.47,0,0,0
"36878","ENSG00000241074.3",0,0,0,0,0,0,0
"36879","ENSG00000241081.1",5.99,2,1,4,3,1,4
"36880","ENSG00000241082.3",0,0,0,0,0,0,0
"36881","ENSG00000241084.1",0,2,0,0,0,0,0
"36882","ENSG00000241088.2",0,0,0,0,0,0,0
"36883","ENSG00000241095.1",3.7,2.7,0,0,3.04,0,0
"36884","ENSG00000241097.2",0,0,0,0,0,0,0
"36885","ENSG00000241098.1",0,0,0,0,0,0,0
"36886","ENSG00000241101.1",0,0,0,0,0,0,0
"36887","ENSG00000241102.1",0,0,0,0,0,0,0
"36888","ENSG00000241103.1",0,0,0,0,0,1,0
"36889","ENSG00000241104.4",0,0,0,0,0,0,0
"36890","ENSG00000241105.1",0,0,0,0,0,0,0
"36891","ENSG00000241106.5",48.69,179,32,27,65,44.27,38
"36892","ENSG00000241111.1",0,0,0,0,0,0,0
"36893","ENSG00000241112.1",94,184,219,155,176,117,188
"36894","ENSG00000241114.1",0,0,0,0,0,0,0
"36895","ENSG00000241119.1",0,0,0,0,0,0,0
"36896","ENSG00000241120.1",59,30,34,48,38,34,26
"36897","ENSG00000241123.1",0,0,0,0,0,0,0
"36898","ENSG00000241127.6",270,92,152,277,124,150,220
"36899","ENSG00000241128.1",0,0,0,0,0,0,0
"36900","ENSG00000241129.3",2,2,1,2,3,4,1
"36901","ENSG00000241130.1",0,0,0,0,0,0,0
"36902","ENSG00000241131.1",0,0,0,0,0,0,0
"36903","ENSG00000241134.3",1,5,1,2,1,0,0
"36904","ENSG00000241135.4",0,1,2,0,1,0,3
"36905","ENSG00000241136.1",0,0,0,0,0,0,0
"36906","ENSG00000241143.1",0,0,0,0,0,0,2
"36907","ENSG00000241144.3",0,0,0,0,0,0,0
"36908","ENSG00000241146.1",0,0,0,0,0,0,0
"36909","ENSG00000241149.2",0,0,0,0,0,0,0
"36910","ENSG00000241151.1",0,0,0,0,0,1,0
"36911","ENSG00000241152.3",0,0,0,0,0,0,0
"36912","ENSG00000241155.1",8,7,10,7,8,7,0
"36913","ENSG00000241156.3",0,0,2,1,2,0,0
"36914","ENSG00000241157.1",22,18,40,41,42,40,40
"36915","ENSG00000241158.4",0,0,0,0,0,0,0
"36916","ENSG00000241159.3",0,0,0,0,0,0,0
"36917","ENSG00000241162.3",5,5,10,13,5,7,9
"36918","ENSG00000241163.6",4,1458,41,22,565,220,22
"36919","ENSG00000241168.1",0,0,0,1,0,0,0
"36920","ENSG00000241169.1",0,0,0,0,0,0,0
"36921","ENSG00000241170.2",45,44,49,32,43,28,14
"36922","ENSG00000241172.3",0,0,0,0,0,0,0
"36923","ENSG00000241174.3",0,0,0,0,0,0,0
"36924","ENSG00000241175.3",6,0,7,10,3,9,2
"36925","ENSG00000241179.1",0,0,0,0,0,0,0
"36926","ENSG00000241180.1",1.92,1.94,0,0,0,5.47,23.5
"36927","ENSG00000241183.1",0,0,0,0,0,0,0
"36928","ENSG00000241185.2",3,0,5,2,0,2,7
"36929","ENSG00000241186.6",0,0,1,0,0,0,0
"36930","ENSG00000241187.1",7,1,0,1,0,0,4
"36931","ENSG00000241188.3",4,0,3,1,0,0,3
"36932","ENSG00000241198.3",0,0,0,0,0,0,0
"36933","ENSG00000241200.1",0,0,0,0,0,0,0
"36934","ENSG00000241202.1",0,0,0,0,0,0,0
"36935","ENSG00000241203.1",0,0,0,0,0,0,0
"36936","ENSG00000241204.1",0,0,0,0,0,0,0
"36937","ENSG00000241207.1",0,0,0,0,0,0,0
"36938","ENSG00000241211.1",0,2,0,0,1,0,0
"36939","ENSG00000241213.1",0,0,20,10,16,0,0
"36940","ENSG00000241216.1",0,0,0,0,0,0,0
"36941","ENSG00000241217.3",28,29,39,13,16,24,28
"36942","ENSG00000241218.1",1,1,2,7,1,0,0
"36943","ENSG00000241219.1",0,0,0,0,0,0,0
"36944","ENSG00000241220.1",0,1,0,0,1,1,0
"36945","ENSG00000241221.2",0,0,0,0,0,0,0
"36946","ENSG00000241223.3",0,0,0,0,0,0,0
"36947","ENSG00000241224.5",0,0,0,0,0,0,0
"36948","ENSG00000241225.2",0,0,0,0,0,0,0
"36949","ENSG00000241226.3",0,0,0,0,0,0,0
"36950","ENSG00000241227.3",0,0,0,0,0,0,0
"36951","ENSG00000241228.1",0,0,0,0,0,0,0
"36952","ENSG00000241229.3",0,0,0,0,0,0,0
"36953","ENSG00000241230.3",33,7,12,9,8,13,19
"36954","ENSG00000241231.1",0,0,0,0,0,0,0
"36955","ENSG00000241233.2",11,9,6,5,3,4,0
"36956","ENSG00000241241.1",0,0,0,0,0,0,0
"36957","ENSG00000241243.3",3,1,3,2,1,0,1
"36958","ENSG00000241244.1",4.06,0,0,0,6,0,95.07
"36959","ENSG00000241246.3",0,0,0,0,0,0,0
"36960","ENSG00000241248.3",0,0,0,0,0,0,0
"36961","ENSG00000241250.1",0,0,0,0,0,0,0
"36962","ENSG00000241251.2",0,0,0,0,0,0,0
"36963","ENSG00000241255.1",12,1,7.79,7,15,16,0
"36964","ENSG00000241257.1",0,0,0,0,0,0,0
"36965","ENSG00000241258.5",1569.27,1430.47,1454.76,1205.63,1272.38,1425.86,1608
"36966","ENSG00000241261.1",1,6,0,0,0,0,2
"36967","ENSG00000241269.1",4,2,2,3,1,0,2
"36968","ENSG00000241278.1",0,0,3,1,0,0,0
"36969","ENSG00000241280.1",0,12,4,0,6,0,4
"36970","ENSG00000241281.1",0,0,0,0,0,0,0
"36971","ENSG00000241282.1",0,0,0,0,0,0,0
"36972","ENSG00000241286.2",0,0,0,0,0,0,0
"36973","ENSG00000241288.6",22,13,100,118,54.24,95.19,172
"36974","ENSG00000241291.3",0,0,0,0,0,0,0
"36975","ENSG00000241293.1",1.02,0,0,0,0,0,0
"36976","ENSG00000241294.1",46,190,843.95,1168,77,304,305
"36977","ENSG00000241295.1",0,0,1,0,0,0,0
"36978","ENSG00000241305.1",0,0,0,0,0,0,0
"36979","ENSG00000241307.1",0,0,0,0,0,0,0
"36980","ENSG00000241313.2",0,0,0,0,0,0,0
"36981","ENSG00000241316.5",0,1,0,0,1,0,0
"36982","ENSG00000241317.1",0,0,0,0,0,0,0
"36983","ENSG00000241318.3",0,0,0,0,0,0,0
"36984","ENSG00000241319.1",16,14,12,19,10,17,15
"36985","ENSG00000241322.7",4.06,14,34.72,65.9,26.47,116.56,0
"36986","ENSG00000241324.1",0,0,0,0,0,0,0
"36987","ENSG00000241326.1",1.32,0,0,0,0,1.54,0
"36988","ENSG00000241328.1",0,0,0,0,0,0,0
"36989","ENSG00000241333.3",0,4,1,4,2,1,11
"36990","ENSG00000241334.2",0,0,0,0,0,0,0
"36991","ENSG00000241336.1",0,0,0,0,0,0,0
"36992","ENSG00000241343.8",16324.87,12268.61,11760.55,13522.56,17726.72,16596.1,18080.68
"36993","ENSG00000241344.1",0,0,0,0,0,0,0
"36994","ENSG00000241345.1",0,3,0,0,0,0,0
"36995","ENSG00000241346.1",0,0,0,1,0,0,0
"36996","ENSG00000241347.3",0,0,0,0,0,0,0
"36997","ENSG00000241350.1",0,0,2.22,0,0,0,0
"36998","ENSG00000241351.2",92.76,41.43,7.91,0,88.29,1.98,94.16
"36999","ENSG00000241352.3",6,7,4.04,16.71,5,3,6.17
"37000","ENSG00000241353.3",0,0,0,0,0,0,0
"37001","ENSG00000241354.2",0,0,0,0,0,0,0
"37002","ENSG00000241356.1",0,0,0,0,0,0,0
"37003","ENSG00000241357.1",5,7,6,5,6,5,12
"37004","ENSG00000241358.1",0,0,0,0,4.71,0,0
"37005","ENSG00000241359.1",0,0,0,0,0,0,0
"37006","ENSG00000241360.1",508.9,115.07,129.9,248.04,116.37,65.49,354.21
"37007","ENSG00000241361.7",1,0,2.8,1.41,0,0,0
"37008","ENSG00000241362.2",3,0,4,7,2,5,1
"37009","ENSG00000241367.1",0,0,0,0,0,0,0
"37010","ENSG00000241369.4",0,0,0,0,0,0,0
"37011","ENSG00000241370.4",182,164.34,139,157,169,196,109
"37012","ENSG00000241383.1",0,0,0,0,0,0,0
"37013","ENSG00000241385.1",0,0,0,0,0,0,0
"37014","ENSG00000241388.4",0,1,1,0,1,0,0
"37015","ENSG00000241391.3",0,0,0,0,0,0,0
"37016","ENSG00000241392.3",0,0,0,0,0,0,0
"37017","ENSG00000241395.3",6,4,5,6,6,15,7
"37018","ENSG00000241397.1",0,0,0,0,0,0,0
"37019","ENSG00000241399.5",2184.33,7855.45,1718.16,2067.04,6220.84,1322.56,2925.25
"37020","ENSG00000241400.1",1,0,1,1,1,2,8
"37021","ENSG00000241404.5",425.78,96.94,147.37,281.85,118.26,360.64,229.41
"37022","ENSG00000241406.3",0,0,0,0,0,0,0
"37023","ENSG00000241409.1",0.46,0,3,0,0,0,1
"37024","ENSG00000241411.1",0,0,0,0,0,0,0
"37025","ENSG00000241413.3",3,3,6,3,4,3,11
"37026","ENSG00000241416.1",0,0,0,0,0,0,0
"37027","ENSG00000241418.1",31.84,19.74,38.42,43.03,29.4,45.47,49.58
"37028","ENSG00000241420.3",36,15,46,30,23,23,43
"37029","ENSG00000241423.2",0,0,0,0,0,0,0
"37030","ENSG00000241429.1",0,0,0,0,0,0.6,0
"37031","ENSG00000241431.1",2,1,4,0,1,1,1.11
"37032","ENSG00000241434.1",0,0,0,0,3.42,0.54,3.65
"37033","ENSG00000241438.1",0,0,0,0,0,0,0
"37034","ENSG00000241439.1",0,0,0,0,0,0,0
"37035","ENSG00000241449.4",1,0,0,0,0,0,0
"37036","ENSG00000241451.2",0,0,0,0,0,0,0
"37037","ENSG00000241456.1",0,0,0,2,0,0,0
"37038","ENSG00000241457.1",0,0,0,0,0,0,0
"37039","ENSG00000241458.1",0,11.03,25.07,14.04,9.03,5.02,411.68
"37040","ENSG00000241461.3",0,0,0,0,0,0,0
"37041","ENSG00000241462.1",0,0,0,0,0,0,0
"37042","ENSG00000241464.3",2,0,0,0,0,0,0
"37043","ENSG00000241468.6",1642.5,1769.34,949.63,1013.99,1555.07,1071.22,961.64
"37044","ENSG00000241469.6",0,0,0,0,0,0,0
"37045","ENSG00000241472.5",0,0,0,0,0,0,0
"37046","ENSG00000241473.1",0,0,0,0,0,0,0
"37047","ENSG00000241475.1",0,2,5,0,0,0,0
"37048","ENSG00000241476.6",0,0,0,0,0,0,0
"37049","ENSG00000241478.1",1,0,0,1,0,0,0
"37050","ENSG00000241479.1",0,0,0,0,0,0,0
"37051","ENSG00000241484.8",17.87,2.83,2,0,50.11,418.67,5.51
"37052","ENSG00000241487.3",0,0,0,0,0,0,0
"37053","ENSG00000241489.6",489.97,1104.32,1773.21,1852.36,1020.72,1735.1,4012.83
"37054","ENSG00000241490.1",14,3,4,3,0,0,1
"37055","ENSG00000241493.1",0,0,0,0,0,0,0
"37056","ENSG00000241494.1",3,0.96,2.98,2,5,2.99,4
"37057","ENSG00000241499.1",0,0,0,0,0,0,0
"37058","ENSG00000241505.1",0,0,0,0,0,0,0
"37059","ENSG00000241506.1",61.98,49.93,14.88,35.38,31.5,17.99,23.64
"37060","ENSG00000241511.1",3.64,5.25,3,3.79,4,1,2
"37061","ENSG00000241520.1",1,1,1,0,3,0,0
"37062","ENSG00000241524.3",0,0,0,1,0,0,0
"37063","ENSG00000241525.4",72,152,343,194,81,159,376
"37064","ENSG00000241526.1",0,0,0,0,0,0,0
"37065","ENSG00000241527.1",2,0,0,2,0,0,0
"37066","ENSG00000241529.3",5,5,1.1,7,1,4,19
"37067","ENSG00000241532.1",151.79,51,117,143.4,21.21,3,120
"37068","ENSG00000241535.1",22,7,7,9,7,5,13
"37069","ENSG00000241537.1",0,0,0,0,0,0,0
"37070","ENSG00000241539.1",0,0,2,1,0,0,0
"37071","ENSG00000241542.3",0,0,0,0,1,0,0
"37072","ENSG00000241544.1",2,64,12,13,26,0,2
"37073","ENSG00000241546.1",0,0,0,0,0,0,0
"37074","ENSG00000241547.1",51,25,44,43,37,54,66
"37075","ENSG00000241549.7",451.82,91.37,311.91,301.34,148.28,258.57,308.5
"37076","ENSG00000241550.3",0,0,0,0,0,0,0
"37077","ENSG00000241552.3",0,0,0,0,0,0,0
"37078","ENSG00000241553.11",3752.39,5324.67,2161.51,2167.03,4019.22,3445.02,2938.35
"37079","ENSG00000241556.1",0,0,1.31,1.08,5.49,4,2.46
"37080","ENSG00000241560.4",2,0,0,0,0,0,1
"37081","ENSG00000241562.2",0,0,0,0,0,0,0
"37082","ENSG00000241563.3",4.55,2.26,1.45,3.69,4.88,6,8.68
"37083","ENSG00000241566.1",0,0,1.05,0,0,0,0
"37084","ENSG00000241568.3",0,0,0,0,0,0,0
"37085","ENSG00000241570.7",0,0,0,0,0,0,0
"37086","ENSG00000241571.2",0,0,0,0,0,0,0
"37087","ENSG00000241572.1",0,0,0,0,0,0,0
"37088","ENSG00000241573.1",0,0,0,0,0,0,0
"37089","ENSG00000241577.1",0,0,0,0,0,0,0
"37090","ENSG00000241582.1",0,0,0,0,0,0,0
"37091","ENSG00000241587.3",6,9,15,10,8,5,12
"37092","ENSG00000241588.3",0,0,0,0,0,0,0
"37093","ENSG00000241590.1",0,0,0,0,0,0,0
"37094","ENSG00000241592.1",0,0,0,0,0,0,0
"37095","ENSG00000241593.4",1,0,1,3,3,3,4
"37096","ENSG00000241595.2",0,0,0,0,0,0,0
"37097","ENSG00000241596.1",0,0,1,1,0,0,1
"37098","ENSG00000241597.2",7,5,15,19,4,6,15
"37099","ENSG00000241598.5",0,0,0,0,0,0,0
"37100","ENSG00000241599.1",0,0,0,0,0,0,0
"37101","ENSG00000241604.3",0,0,0,0,0,0,0
"37102","ENSG00000241607.1",0,2,0,0,0,0,0
"37103","ENSG00000241612.1",0.68,0,0,0,2.02,2.02,1
"37104","ENSG00000241613.3",0,0,0,0,0,0,0
"37105","ENSG00000241621.1",0,0,0,0,0,0,0
"37106","ENSG00000241622.1",0,1,1,0,0,0,1
"37107","ENSG00000241625.3",0,0,0,0,0,0,0
"37108","ENSG00000241627.3",11.98,2.08,3.32,8.83,1.07,5.51,6.77
"37109","ENSG00000241631.3",0,0,2,0,0,4,3
"37110","ENSG00000241634.1",31,34,23,43,66,48,70
"37111","ENSG00000241635.6",0,0,0,0,0,0,0
"37112","ENSG00000241636.1",0,0,0,0,0,0,0
"37113","ENSG00000241640.2",0,0,0,0,0,0,0
