"","gene_id","S00CWT11","S00D1D11","S00D2B11","S00D3911","S00D4711","S00D5511","S00XUN11"
"1","ENSG00000000003.13",1,11,39,43,1,0,14
"2","ENSG00000000005.5",0,0,0,0,0,0,0
"3","ENSG00000000419.11",994,942,642,808,1110,593,533
"4","ENSG00000000457.12",1284,579,1104,1834,1038,1028,896
"5","ENSG00000000460.15",746,519,612,736,809,626,648
"6","ENSG00000000938.11",245,13086,526,553,7413,657,255
"7","ENSG00000000971.14",119.8,167,3057,2637,1203,651,6
"8","ENSG00000001036.12",1255,1738,1055,1137,1076,920,739
"9","ENSG00000001084.9",3699,1928,2204,1980,2737,2298,1729
"10","ENSG00000001167.13",3205,1584,2424,2885,2447,1545,2467
"11","ENSG00000001460.16",160,105,161,222,152,230,303
"12","ENSG00000001461.15",2363,1227,1504,1730,1562,3209,2776
"13","ENSG00000001497.15",1719,1126,1374,1198,1257,1789,1215
"14","ENSG00000001561.6",1153,718,2955,2618,245,78,341
"15","ENSG00000001617.10",3,66,4,7,1,2,4
"16","ENSG00000001626.13",0,0,0,1,0,0,0
"17","ENSG00000001629.8",5218,3348,3636,4063,4280,3303,4035
"18","ENSG00000001630.14",1706.14,2243.94,1116.03,1829.43,4402.38,1810,2711.75
"19","ENSG00000001631.13",3450.16,1882.81,2168.91,2733.99,2795.39,2718.62,2836.95
"20","ENSG00000002016.15",843.63,367.83,508.97,642.99,539.51,1105.06,1097.48
"21","ENSG00000002079.11",0,0,0,2,0,1,0
"22","ENSG00000002330.12",192,324,181,313,429,438,432
"23","ENSG00000002549.11",1724,8283,1463,1679,6041,2126,1840
"24","ENSG00000002586.16",8374,5073,13096,16932,5636,9740,16842
"25","ENSG00000002587.8",2,4,0,0,33,4,5
"26","ENSG00000002726.18",23,79,157,311,22,10,41
"27","ENSG00000002745.11",5,1,0,0,1,0,1
"28","ENSG00000002746.13",0,0,0,2,0,0,0
"29","ENSG00000002822.14",861,1244,521,552,1336,1922,924
"30","ENSG00000002834.16",5669,5301,3006,3452,4406,6235,6703
"31","ENSG00000002919.13",557,781,530,518,978,668,520
"32","ENSG00000002933.6",10,847,25,14,824,3,114
"33","ENSG00000003056.6",7380,9187,4525,4995,7643,6125,6780
"34","ENSG00000003096.12",1702.91,112,545.26,430.31,298.49,35,479.42
"35","ENSG00000003137.7",0,1,0,0,0,0,1
"36","ENSG00000003147.16",114,536,1219,1403,1,5,805
"37","ENSG00000003249.12",5,7,8,4,3,10,4
"38","ENSG00000003393.13",6336,2376,2585,3247,4586,11016,3210
"39","ENSG00000003400.13",2523,2476,1738,2228,4352,5558,2426
"40","ENSG00000003402.18",8043,15270.57,8293,7808,11814.6,8218,12609
"41","ENSG00000003436.13",3371,1267,6528,9867,5558,7145,10963
"42","ENSG00000003509.14",867,689,713,678,827,792,831
"43","ENSG00000003756.15",10114.09,7903,9132.41,10439.57,9394,15158,10983.74
"44","ENSG00000003987.12",2,3,17,19,0,9,12
"45","ENSG00000003989.15",0,8,28,36,4,0,1
"46","ENSG00000004059.9",1548.11,3131.12,1343.36,1653.48,1552.62,1581.65,2264.58
"47","ENSG00000004139.12",91,784,1303,1146.86,1258.83,2252.6,1540.8
"48","ENSG00000004142.10",1795,1430,850,891,1216,1668,1918
"49","ENSG00000004399.11",6650,3764,2706,3721,10798,18125,26019
"50","ENSG00000004455.15",5477.43,11217.27,9839.91,10526.46,6861.09,6107.95,5473.93
"51","ENSG00000004468.11",15243,3177,1957,1478,3802,7266,6007
"52","ENSG00000004478.7",4542,1500,890,1228,3127,3291,2372
"53","ENSG00000004487.14",6364,3291,5263,4487,3439,3035,5757
"54","ENSG00000004534.13",6914.91,4800,5387.59,5724.43,5168,6630,8759.26
"55","ENSG00000004660.13",198,622,154,142,527,872,493
"56","ENSG00000004700.14",1671,2655,2072,2951,4312,2873,2075
"57","ENSG00000004766.14",2275,1509,1562,1859,2160,1306,1558
"58","ENSG00000004776.10",1,0,0,0,0,0,0
"59","ENSG00000004777.17",209,374,354,338,274,776,519
"60","ENSG00000004779.8",737,719,468,669,1127,707,537
"61","ENSG00000004799.7",6,823,15,7,1354,1,3
"62","ENSG00000004809.12",723,774,1282,1224,984,1206,562
"63","ENSG00000004838.12",24,22,26,49,6,28,85
"64","ENSG00000004846.15",12,1,1,0,7,7,0
"65","ENSG00000004848.6",0,0,0,0,0,0,0
"66","ENSG00000004864.12",971,1187,1033,1251,1049,845,943
"67","ENSG00000004866.17",2385,193,112.26,69,23,5,1304
"68","ENSG00000004897.10",4405.93,2871,1720,2399,3675,2334,2224
"69","ENSG00000004939.12",15921,68,32,28,153,48,1840
"70","ENSG00000004948.12",0,0,0,0,0,0,0
"71","ENSG00000004961.13",392,431,218,258,386,256,221
"72","ENSG00000004975.10",1358,734,614,706,606,970,1560
"73","ENSG00000005001.8",0,0,0,0,0,0,0
"74","ENSG00000005007.11",2264,2096,1486,1158,2093,2892,2604
"75","ENSG00000005020.11",3280,6470,1988,3792,5550,3157,4157
"76","ENSG00000005022.5",4695,5434,2929,3272,4984,4176,4671
"77","ENSG00000005059.14",114,1406,543,601,420,13,595
"78","ENSG00000005073.5",0,40,866,1184,0,0,14
"79","ENSG00000005075.14",586.58,590.03,353.15,393.48,704.19,659.58,467.45
"80","ENSG00000005100.11",1419,760,866,832,846,1234,1140
"81","ENSG00000005102.11",2,3,0,0,0,1,1
"82","ENSG00000005108.14",1098,0,71,4,1,0,9817
"83","ENSG00000005156.10",3459,4586,6298,6205,2888,3056,4415
"84","ENSG00000005175.8",2077,1437,1366,2019,2226,1503,1583
"85","ENSG00000005187.10",5047,1613,7856,8386,697,750,2208
"86","ENSG00000005189.18",3265,393,665,751,1261,1289,1837
"87","ENSG00000005194.13",1183,976,945,1013,1125,1142,1028.95
"88","ENSG00000005206.15",1517.41,1105,674,844,1171.71,2304,2699
"89","ENSG00000005238.18",1495,996,268,549,570,899,1776
"90","ENSG00000005243.8",3,39,3,1,5,3,39
"91","ENSG00000005249.11",691,2138,457,339,451,29,129
"92","ENSG00000005302.16",1505,1959,1089,1438,2395,1743,1374
"93","ENSG00000005339.11",4146,3813,3304,2987,5212,4168,6182
"94","ENSG00000005379.14",1293,2701,1545,2541,2026,3931,26996
"95","ENSG00000005381.7",73907,13750,10861,21753,204,234,77392
"96","ENSG00000005421.7",1,0,0,0,0,0,0
"97","ENSG00000005436.12",641,672,363,309,815,450,137
"98","ENSG00000005448.15",78,239,163,212,187,260,283
"99","ENSG00000005469.10",2259,278,414,460,308,282,176
"100","ENSG00000005471.14",16,46,6,1,26.05,9.02,30.02
"101","ENSG00000005483.18",8521,8181,8642,8125,11130,9053,10010
"102","ENSG00000005486.15",289,367,252,272,406,441,523
"103","ENSG00000005513.9",2,4,2,0,8,61,1
"104","ENSG00000005700.13",5233,4923,3994,5658,6538,3581,4622
"105","ENSG00000005801.15",2082,1101,2973,3029,1466,1460,1585
"106","ENSG00000005810.16",31569,30828,27484,27506,48594,40920,31173
"107","ENSG00000005812.9",4425,2917,3326,4673,3271,2021,2499
"108","ENSG00000005844.16",3079,15470,2075,1491,6047,6667,3395
"109","ENSG00000005882.10",135,269,255,283,352,629,678
"110","ENSG00000005884.16",12,33,87,145,295,1496,244
"111","ENSG00000005889.14",6892,5983,4851,5875,3882,2623,3535
"112","ENSG00000005893.14",10797,11959,6736,9044,6733,5074,6143
"113","ENSG00000005961.16",867,506,52,115,195,305,306
"114","ENSG00000005981.11",0,0,0,0,0,0,0
"115","ENSG00000006007.10",3135,2242,1467,1745,1839,1289,2124
"116","ENSG00000006015.16",374,474,216,286,647,816,732
"117","ENSG00000006016.9",1,3,0,0,2,9,0
"118","ENSG00000006025.10",867,619,614,696,711,2040,1281
"119","ENSG00000006042.10",1,0,0,0,0,0,0
"120","ENSG00000006047.11",8,0,0,0,2,6,2
"121","ENSG00000006059.3",0,0,0,0,0,0,0
"122","ENSG00000006062.12",401,610,416,407,642,760,807
"123","ENSG00000006071.10",0,0,0,0,0,0,0
"124","ENSG00000006116.3",0,0,0,0,0,0,0
"125","ENSG00000006118.13",0,3,2,0,2,2,0
"126","ENSG00000006125.15",8469,5924,6266,7010,10427,8227,9086
"127","ENSG00000006128.10",0,0,0,0,0,0,0
"128","ENSG00000006194.9",1954,1118,1202,1451,1302,1810,2592
"129","ENSG00000006210.6",0,0,0,0,0,0,0
"130","ENSG00000006282.18",1085,1666.9,871,974,886,2301,3484
"131","ENSG00000006283.16",0,1,1,4,1,0,4
"132","ENSG00000006327.12",60,75,25,41,43,88,61
"133","ENSG00000006377.10",0,0,5,2,0,0,0
"134","ENSG00000006432.14",36,11,7,5,164,353,3
"135","ENSG00000006451.6",1669,1074,1246,2142,3257,2690,2045
"136","ENSG00000006453.12",3,3,11,6,0,0,0
"137","ENSG00000006459.9",3808,4859,2756,3651,5835,1475,1575
"138","ENSG00000006468.12",1,0,0,0,1,1,0
"139","ENSG00000006530.14",1067,1000,1308,1630,1412,1184,1079
"140","ENSG00000006534.14",1978,3378,492,811,1570,2175,3549
"141","ENSG00000006555.9",14,12,6,7,8,11,2
"142","ENSG00000006576.15",1123,2785,1316,1383,2220,1829,1355
"143","ENSG00000006606.7",0,0,0,0,0,0,0
"144","ENSG00000006607.12",828,1876,346,423,1383,1079,1027
"145","ENSG00000006611.14",0,0,0,0,0,0,0
"146","ENSG00000006625.16",781,800.96,549.17,732.51,716.46,610.98,603.41
"147","ENSG00000006634.6",1294.85,961.95,975.94,1220.73,1223.74,934,661.97
"148","ENSG00000006638.10",59,18,140,159,97,391,47
"149","ENSG00000006652.12",3930,6060,5364,5455.56,4650,3644,3926
"150","ENSG00000006659.11",0,0,0,0,2,0,0
"151","ENSG00000006695.9",782,485,612,689,707,886,766
"152","ENSG00000006704.9",21,6,34,34,58,74,24
"153","ENSG00000006712.13",925,964,543,643,600,761,968
"154","ENSG00000006715.14",5176,5672,3942,4583,5246,3700,4042
"155","ENSG00000006740.15",3,1,10,3,0,0,3
"156","ENSG00000006744.17",2667,2571,1910,2223,2252,3333,3211
"157","ENSG00000006747.13",543,5,0,0,1,0,2
"158","ENSG00000006756.14",2148,5595,6198,7006,1735,2813,776
"159","ENSG00000006757.10",213,239,201,223,154,153,180
"160","ENSG00000006788.11",0,0,0,0,0,0,0
"161","ENSG00000006831.9",3329,2361,1411,2028,2836,2366,3371
"162","ENSG00000006837.10",32.24,4.2,29.65,27.9,15.09,23.3,14.81
"163","ENSG00000007001.11",1,0,1,0,1,2,2
"164","ENSG00000007038.9",6,5,332,370,551,895,0
"165","ENSG00000007047.13",500,379,333,402,478,825,836
"166","ENSG00000007062.10",9845,2170,232,34,5941,2931,19785
"167","ENSG00000007080.9",297,260,115,168,242,433,209
"168","ENSG00000007129.16",168,151,33,30,162,382,188
"169","ENSG00000007168.11",7166.38,6356.71,5475.7,7590.68,7229.75,5187.62,6789.96
"170","ENSG00000007171.15",2,0,2,7,2,15,4
"171","ENSG00000007174.16",0,0,0,0,0,0,0
"172","ENSG00000007202.13",14342,13095,11032,12144,14956,19870,21780
"173","ENSG00000007216.13",0,0,0,0,0,0,0
"174","ENSG00000007237.17",4723,9265,2804,2517,7885,4083,10072
"175","ENSG00000007255.9",731,438,377,598,424,631,371
"176","ENSG00000007264.12",717,253,363,452,508,926,416
"177","ENSG00000007306.13",0,0,0,0,0,0,0
"178","ENSG00000007312.11",255,854,134,327,1872,2716,1139
"179","ENSG00000007314.10",6,30,7,60,56,65,9
"180","ENSG00000007341.17",870,720,847,961,682,648,1269
"181","ENSG00000007350.15",5,12,0,0,3,2,4
"182","ENSG00000007372.19",0,1,4,2,0,2,0
"183","ENSG00000007376.6",494,436,180,331,616,869,800
"184","ENSG00000007384.14",2,59,93,56,24,61,22
"185","ENSG00000007392.15",4148,2155,3507,3805,2563,3948,2868
"186","ENSG00000007402.10",28,5,7,2,8,15,38
"187","ENSG00000007516.12",24,6,85,54,20,78,537
"188","ENSG00000007520.3",464,476,202,317,429,683,513
"189","ENSG00000007541.13",1444,549,306,505,604,938,1266
"190","ENSG00000007545.14",3217.72,1273.4,1653.09,1359.22,1511.85,2931.41,3394.85
"191","ENSG00000007866.17",0,1,24,28,1,5,0
"192","ENSG00000007908.14",0,0,1,0,0,0,0
"193","ENSG00000007923.14",1801,1160,926,989,1222,1819,1479
"194","ENSG00000007933.11",0,0,0,0,0,0,0
"195","ENSG00000007944.13",1887,2989,4205,2298,4523,2141,2010
"196","ENSG00000007952.16",0,0,0,0,0,0,0
"197","ENSG00000007968.6",1610,275,25,26,274,56,310
"198","ENSG00000008018.8",3209,3095,2540,2676,3680,2785,2867
"199","ENSG00000008056.11",2,6,3,4,1,4,5
"200","ENSG00000008083.12",9493,7580,6733,4647,5652,5053,7957
"201","ENSG00000008086.9",28,321,308,154,83,36,485
"202","ENSG00000008118.8",0,0,0,0,0,0,0
"203","ENSG00000008128.21",647.16,1150.37,690.54,648.78,888.27,1195.45,1046.54
"204","ENSG00000008130.14",2116,5676,913,904,2380,1709,1663
"205","ENSG00000008196.11",0,0,0,0,0,0,0
"206","ENSG00000008197.4",0,0,0,0,0,0,0
"207","ENSG00000008226.18",13,71,54,86,25,14,11
"208","ENSG00000008256.14",618,330,694,949,401,433,2260
"209","ENSG00000008277.13",251,114,399,379,378,274,250
"210","ENSG00000008282.6",3195,2979,2872,4533,2628,1909,2400
"211","ENSG00000008283.14",404,718,285,355,702,1531,893
"212","ENSG00000008294.19",3657,7358,6032,6521,6280,4389,7416
"213","ENSG00000008300.13",49,44,31,56,63,126,159
"214","ENSG00000008311.13",16,7,1346,1081,4,2,1749
"215","ENSG00000008323.14",0,2,4,6,0,0,14
"216","ENSG00000008324.9",428,527,335,397,603,349,322
"217","ENSG00000008382.14",618,461,273,302,331,657,514
"218","ENSG00000008394.11",203,2345,2595,3302,34,1,2593
"219","ENSG00000008405.10",577,319,758,1089,625,533,648
"220","ENSG00000008438.4",0,0,0,0,0,0,0
"221","ENSG00000008441.15",1769,2850,717,2807,579,1298,2428
"222","ENSG00000008513.13",4685,3103,2385,2079,2646,4023,5971
"223","ENSG00000008516.15",7,159,10,8,58,5,11
"224","ENSG00000008517.15",151,92,4,4,48,15,13
"225","ENSG00000008710.16",1705.41,1536.39,1172.59,1391.57,2132.7,4213.72,5789.41
"226","ENSG00000008735.13",6,0,5,5,0,7,6
"227","ENSG00000008838.16",2610,1357,1342,1379,1721,2340,2251
"228","ENSG00000008853.15",243,440,235,285,414,797,352
"229","ENSG00000008869.10",9407,8488,13131,20052,16382,19129,15818
"230","ENSG00000008952.15",6837,3630,2867,4274,3773,2029,2932
"231","ENSG00000008988.8",27386.79,25160.98,27397.72,28569.91,29788.08,29276.28,39977.96
"232","ENSG00000009307.14",28221,26232,27381,24811,32839,21409,21978
"233","ENSG00000009335.16",4582,4567,3453,3925,4904,4191,4027
"234","ENSG00000009413.14",11327,6274,9943,10255,11308,7782,8282
"235","ENSG00000009694.12",60,42,22,26,207,254,535
"236","ENSG00000009709.10",0,0,0,0,0,0,0
"237","ENSG00000009724.15",8,4,9,13,1,8,10
"238","ENSG00000009765.13",0,0,0,0,0,0,0
"239","ENSG00000009780.14",473,459,405,530,493,448,551
"240","ENSG00000009790.13",3191,3850,2685,3658,3296,3623,4821
"241","ENSG00000009830.10",457,373,559,697,457,667,883
"242","ENSG00000009844.14",3533,1766,1517,2157,2691,1623,1480
"243","ENSG00000009950.14",0,6,0,2,2,0,1
"244","ENSG00000009954.9",5883,4089,3786,4602,5922,4745,5960
"245","ENSG00000010017.12",4276,2821,2304,2793,2918,1887,2533
"246","ENSG00000010030.12",2,134,1,0,1,0,10
"247","ENSG00000010072.14",985,758,825,963,765,501,542
"248","ENSG00000010165.18",1660,780,772,916,1034,1572,1329
"249","ENSG00000010219.12",349,339,312.78,367.78,529,525.88,378
"250","ENSG00000010244.15",26061,17324,17586,23077,23300,16294,14668
"251","ENSG00000010256.9",2374,2992,1586,1891,2692,2884,2229
"252","ENSG00000010270.12",1902,1887,2062,2372,3324,2822,2617
"253","ENSG00000010278.10",105,355,1149,2233,1021,430,853
"254","ENSG00000010282.13",0,0,0,0,0,0,0
"255","ENSG00000010292.11",2376,2009,1257,1373,1898,2239,2112
"256","ENSG00000010295.18",546,1025,561,701,765,1291,1142
"257","ENSG00000010310.7",6,29,34,6,7,0,1
"258","ENSG00000010318.18",673,401,353,328,250,420,476
"259","ENSG00000010319.5",1,13,21,33,9,5,4
"260","ENSG00000010322.14",2875,3898,2643,2699,3872,4461,4152
"261","ENSG00000010327.9",615,34822,462,1247,14387,6138,2488
"262","ENSG00000010361.12",364,247,144,208,236,464,482
"263","ENSG00000010379.14",15,5,15,16,10,7,7
"264","ENSG00000010404.16",3908.78,5856.4,3437.69,5382.57,5802.14,5786.51,7755.53
"265","ENSG00000010438.15",0,0,1,0,0,0,3
"266","ENSG00000010539.10",461,172,131,279,287,418,375
"267","ENSG00000010610.8",131,6517,421,488,3058,403,602
"268","ENSG00000010626.13",155.03,189.32,258.03,354.85,231.92,481.76,562.49
"269","ENSG00000010671.14",6667,6488,4865,5542,6118,6819,8314
"270","ENSG00000010704.17",3,102,7,3,230,7,3
"271","ENSG00000010803.15",2023,722,2219,2244,1186,1699,2742
"272","ENSG00000010810.16",1453,2573,2175,2361,3932,1318,576
"273","ENSG00000010818.7",4121,1668,2472,2684,3694,4497,7389
"274","ENSG00000010932.14",0,0,0,0,0,0,2
"275","ENSG00000011007.11",2319,1848,1811,1853,2180,2122,2607
"276","ENSG00000011009.9",1097,1119,538,678,1022,1185,980
"277","ENSG00000011021.20",850.98,998.75,862.58,839.48,993.49,949.5,1806.78
"278","ENSG00000011028.12",985,105,661,1041,72,116,717
"279","ENSG00000011052.20",120.74,147.14,48.31,68.99,132.35,164.58,85.46
"280","ENSG00000011083.7",0,18,1,3,8,0,0
"281","ENSG00000011105.10",6,3,1,1,22,20,21
"282","ENSG00000011114.13",3214,2137,2736,3288,2242,1884,2491
"283","ENSG00000011132.10",372,256,182,259,299,404,344
"284","ENSG00000011143.15",979,346,482,524,395,571,637
"285","ENSG00000011198.6",391,710,620,768,1037,252,328
"286","ENSG00000011201.9",0,0,2,0,1,1,3
"287","ENSG00000011243.16",2360,1887,1428,1617,1662,3033,2775
"288","ENSG00000011258.14",5681,2152,3452,4025,3374,3167,4101
"289","ENSG00000011260.12",1732,1469,1197,1266,2052,1307,1400
"290","ENSG00000011275.17",3808.7,2768.75,3424.23,3509.8,4478.02,5271.45,5130.07
"291","ENSG00000011295.14",2442.61,2152.65,2392,2335.53,2496.94,2186.14,3094.13
"292","ENSG00000011304.15",6004,5730,4097,4285,5136,5289,6271
"293","ENSG00000011332.18",10,1,32,59,24,43,3
"294","ENSG00000011347.8",0,0,1,0,0,0,0
"295","ENSG00000011376.8",1614,981,1082,1172,1781,1864,1783
"296","ENSG00000011405.12",2845,3923,4323,4803,4820,3074,3832
"297","ENSG00000011422.10",48,12053,496,432,1283,329,571
"298","ENSG00000011426.9",386,650,330,582,668,155,299
"299","ENSG00000011451.16",754,493,520,524,560,994,1331
"300","ENSG00000011454.15",2509.86,2654.73,4049.97,4913.16,3782.29,3535.33,3834.39
"301","ENSG00000011465.15",43,0,2,0,0,0,0
"302","ENSG00000011478.10",276,230,169,259,137,252,260
"303","ENSG00000011485.13",996,1032,682,704,1042,1302,1194
"304","ENSG00000011523.12",2975,1188,1932,1487,1623,2063,2096
"305","ENSG00000011566.13",1234,1441,2682,3616,1968,1516,1539
"306","ENSG00000011590.12",6,1,0,0,2,0,1
"307","ENSG00000011600.10",874,5742,963,977,3405,729,1492
"308","ENSG00000011638.9",474,432,468,464,343,465,1054
"309","ENSG00000011677.11",0,0,0,0,0,0,0
"310","ENSG00000012048.18",1382,1427,1172,1459,2791,1151,1264
"311","ENSG00000012061.14",2473,2647,1940,2461,2123,3238,3070
"312","ENSG00000012124.13",115,339,25,22,203,282,41
"313","ENSG00000012171.16",13,12,29,25,5,7,92
"314","ENSG00000012174.10",759,580.26,644,846,698,386.85,641
"315","ENSG00000012211.11",106,132,61,88,95,200,144
"316","ENSG00000012223.11",0,13,0,0,0,0,0
"317","ENSG00000012232.7",821,814,938,786,637,637,1010
"318","ENSG00000012504.12",0,0,0,0,0,0,0
"319","ENSG00000012660.12",9565,2651,1819,2209,4891,6614,1993
"320","ENSG00000012779.9",103,4002,288,388,3319,156,793
"321","ENSG00000012817.14",0,0,6,0,8495,11466,12981
"322","ENSG00000012822.14",4058,2547,2628,2930,2315,4280,3976
"323","ENSG00000012963.12",1529,1112,1081,1361,1725,1241,1884
"324","ENSG00000012983.10",3896,2180,2654,3230,3020,2759,2634
"325","ENSG00000013016.13",1405,306,786,677,613,942,168
"326","ENSG00000013275.6",1304,1433,1032,1136,1560,1423,1123
"327","ENSG00000013288.7",1273,2802,1027,1075,1934,2524,2793
"328","ENSG00000013293.5",0,0,0,0,0,0,0
"329","ENSG00000013297.9",2,0,2,0,1,0,1
"330","ENSG00000013306.14",6360,1352,734,831,1245,1903,1748
"331","ENSG00000013364.17",1465.94,6820.8,1658.46,1621.36,4165.05,3167.53,3948.29
"332","ENSG00000013374.14",3267,2856,1746,1946,3578,3674,3869
"333","ENSG00000013375.14",945,595,778,1491,882,739,526
"334","ENSG00000013392.7",29,35,35,75,76,94,27
"335","ENSG00000013441.14",8182,12745,12219,10324,10699,5036,6756
"336","ENSG00000013503.8",596,473,859,1081,853,662,567
"337","ENSG00000013523.8",1143.08,663.63,922.69,838.04,895.54,1537.18,1011.18
"338","ENSG00000013561.16",2241,1043,916,1306,1400,1347,1753
"339","ENSG00000013563.12",592,2071,529,630,1270,1317,1471
"340","ENSG00000013573.15",1436.47,743.49,1012.78,1094.29,1471.06,2649.72,1386.43
"341","ENSG00000013583.7",411,305,286,269,548,452,930
"342","ENSG00000013588.5",0,30,1,6,4,0,0
"343","ENSG00000013619.12",24,5,4,3,6,16,7
"344","ENSG00000013725.13",144,112,86,84,60,22,17
"345","ENSG00000013810.17",1709,2257,1309,1452,3140,3925,4420
"346","ENSG00000014123.9",2636,2421,2118,2889,3129,1718,1765
"347","ENSG00000014138.7",629,656,373,469,1032,937,796
"348","ENSG00000014164.6",458,594,396,375,672,1114,1388
"349","ENSG00000014216.14",5521,4677,2568,3364,3881,8153,7142
"350","ENSG00000014257.14",61,1712,261,227,1327,24,576
"351","ENSG00000014641.16",3005,3025,2528,2972,5007,3997,2237
"352","ENSG00000014824.12",3600,2977,2828,3847,3486,2348,2472
"353","ENSG00000014914.18",6,449,6,21,240,13,31
"354","ENSG00000014919.11",1873,1433,897,1151,1484,1608,1757
"355","ENSG00000015133.17",2974,5108,2108,2072,4452,7569,4980
"356","ENSG00000015153.13",3018,2792,4432,3670,2770,1671,1842
"357","ENSG00000015171.17",4572,1693,2599,3691,2574,2690,3369
"358","ENSG00000015285.9",837,1783,797,715,1384,1461,1761
"359","ENSG00000015413.8",1,9,77,36,66,366,14
"360","ENSG00000015475.17",1394,3140,2227,2382,2551,1542,827
"361","ENSG00000015479.16",26785.43,21917.91,27291.36,28643.23,24895.29,13463.97,15456.18
"362","ENSG00000015520.13",6,0,2,2,5,8,6
"363","ENSG00000015532.8",514,526,454,538,451,826,730
"364","ENSG00000015568.11",249.99,2338.75,3361.7,1069.72,695.95,304.49,6353.18
"365","ENSG00000015592.15",0,0,0,1,0,1,0
"366","ENSG00000015676.16",3045,2151,2240,2144,2118,2955,3619
"367","ENSG00000016082.13",0,0,0,0,0,0,0
"368","ENSG00000016391.9",8,1,3,2,1,1,1
"369","ENSG00000016402.11",0,0,0,0,0,0,0
"370","ENSG00000016490.14",1,0,0,0,0,0,0
"371","ENSG00000016602.9",0,0,0,0,5,1,0
"372","ENSG00000016864.15",1067,964,791,1125,895,1062,1229
"373","ENSG00000017260.18",14098,6617,10150,13944,10362,10089,8441
"374","ENSG00000017427.14",1,4,3,5,4,2,2
"375","ENSG00000017483.13",566,441,261,242,453,605,433
"376","ENSG00000017797.10",6320,3830,2825,3359,3730,4193,5043
"377","ENSG00000018189.11",1831,1833,3533,3298,3131,1953,1714
"378","ENSG00000018236.13",0,18,637,1113,0,0,5
"379","ENSG00000018280.15",50,6561,48,79,5971,103,123
"380","ENSG00000018408.13",9,1,6,11,7,7,1
"381","ENSG00000018510.11",7204,4874,3141,4919,7561,5764,6461
"382","ENSG00000018607.6",0,0,0,0,0,0,0
"383","ENSG00000018610.12",932.61,859.01,708.74,766.04,1027.01,717.33,635.83
"384","ENSG00000018625.13",0,0,0,0,1,0,0
"385","ENSG00000018699.10",1262,1192,3686,5429,1554,1412,1204
"386","ENSG00000018869.15",316,82,172,233,99,134,311
"387","ENSG00000019102.10",0,0,0,0,1,2,0
"388","ENSG00000019144.15",6,36,138,195,50,117,76
"389","ENSG00000019169.10",0,588,4,6,178,0,7
"390","ENSG00000019186.8",1,0,0,0,0,0,0
"391","ENSG00000019485.11",1530,528,1047,1242,549,1723,1601
"392","ENSG00000019505.6",0,0,1,1,0,1,0
"393","ENSG00000019549.7",1,0,0,0,0,0,0
"394","ENSG00000019582.13",13358,73247,3284,1446,56298,65779,65313
"395","ENSG00000019991.14",3903,1148,963,2594,2746,232,8235
"396","ENSG00000019995.6",3797.62,2296.15,3295.17,3020.72,2474.22,1822.87,3162.71
"397","ENSG00000020129.14",670,516,330,382,564,876,922
"398","ENSG00000020181.16",6,1802,221,277,746,1252,856
"399","ENSG00000020219.9",1,0,8,8,2,0,5
"400","ENSG00000020256.18",633,334,385,389,278,376,638
"401","ENSG00000020426.9",1020.98,498,738,708,921.93,827.88,616
"402","ENSG00000020577.12",16,695,29,14,421,810,58
"403","ENSG00000020633.17",837,732,101,186,1056,2174,1529
"404","ENSG00000020922.11",4271,3374,3801,4292,4268,3181,3221
"405","ENSG00000021300.12",15,53,27,40,52,71,5
"406","ENSG00000021355.11",15248,19841,8248,9407,24989,25027,32343
"407","ENSG00000021461.15",2,0,2,0,0,0,1
"408","ENSG00000021488.11",11,8,12,12,10,11,23
"409","ENSG00000021574.10",3309,2876,1961,3156,2322,1414,1361
"410","ENSG00000021645.16",8,0,20,24,0,0,0
"411","ENSG00000021762.18",1625,1705,1410,1564,979,1934,1569
"412","ENSG00000021776.9",5949,5284,5514,6262,8265,5160,4361
"413","ENSG00000021826.13",10,1,0,3,7,0,3
"414","ENSG00000021852.11",0,0,0,0,0,0,0
"415","ENSG00000022267.15",94,1699,1600,3971,1240,1954,2306
"416","ENSG00000022277.11",3109,4120.2,2567,2463,3127.48,2743.78,3294
"417","ENSG00000022355.13",0,0,0,0,0,0,0
"418","ENSG00000022556.14",31,874.99,120.92,143.98,15,19,89
"419","ENSG00000022567.8",411,322,226,272,362,522,454
"420","ENSG00000022840.14",9713,4501,3597,3459,4110,3460,4234
"421","ENSG00000022976.14",662,374,388,447,488,764,849
"422","ENSG00000023041.10",1719,1442,1261,1535,1913,1475,1416
"423","ENSG00000023171.13",21,881,664,546,882,841,518
"424","ENSG00000023191.15",2135,7612,1488,2289,2783,2691,3147
"425","ENSG00000023228.12",6186.68,4440,3737.53,4933.89,6403.89,4484.83,4615.88
"426","ENSG00000023287.11",10566,6660,9249,9814,8694,4581,6798
"427","ENSG00000023318.7",2572,3480,1583,2074,4208,2560,2659
"428","ENSG00000023330.13",905,1359,717,921,896,1127,1016
"429","ENSG00000023445.12",1812,4523,1291,1058,2426,894,366
"430","ENSG00000023516.8",6340,5263,4137,4517,8970,6256,5595
"431","ENSG00000023572.7",199,147,129,170,143,104,123
"432","ENSG00000023608.4",664.17,618,219,326,404,275.94,451.12
"433","ENSG00000023697.11",1102,1145,1065,1280,1489,1127,1093
"434","ENSG00000023734.9",2810,2477,2118,2321,2374,1924,2200
"435","ENSG00000023839.9",272,166,324,356,178,226,221
